[['citrus fruit'], 814]
[['whole milk', 'specialty cheese'], 37]
[['whole milk', 'finished products'], 14]
[['whole milk', 'cocoa drinks'], 13]
[['whole milk', 'dog food'], 29]
[['whole milk', 'frozen fish'], 49]
[['whole milk', 'cleaner'], 23]
[['whole milk', 'female sanitary products'], 20]
[['whole milk', 'dish cleaner'], 29]
[['whole milk', 'meat'], 98]
[['whole milk', 'tea'], 16]
[['whole milk', 'mustard'], 51]
[['whole milk', 'house keeping products'], 38]
[['whole milk', 'skin care'], 16]
[['whole milk', 'potato products'], 12]
[['whole milk', 'pet care'], 26]
[['whole milk', 'soups'], 29]
[['whole milk', 'rum'], 17]
[['whole milk', 'sauces'], 21]
[['whole milk', 'vinegar'], 26]
[['whole milk', 'soap'], 11]
[['whole milk', 'instant coffee'], 22]
[['whole milk', 'roll products'], 46]
[['whole milk', 'mayonnaise'], 33]
[['whole milk', 'liver loaf'], 21]
[['whole milk', 'kitchen towels'], 27]
[['whole milk', 'ketchup'], 15]
[['whole milk', 'jam'], 29]
[['whole milk', 'nuts/prunes'], 12]
[['whole milk', 'pudding powder'], 13]
[['whole milk', 'cooking chocolate'], 13]
[['pip fruit', 'cream cheese'], 60]
[['pip fruit', 'other vegetables'], 257]
[['pip fruit', 'condensed milk'], 14]
[['pip fruit', 'long life bakery product'], 45]
[['pip fruit', 'butter'], 72]
[['pip fruit', 'rice'], 14]
[['pip fruit', 'rolls/buns'], 137]
[['pip fruit', 'UHT-milk'], 37]
[['pip fruit', 'bottled beer'], 58]
[['pip fruit', 'potted plants'], 21]
[['pip fruit', 'white bread'], 65]
[['pip fruit', 'bottled water'], 104]
[['pip fruit', 'chocolate'], 60]
[['pip fruit', 'curd'], 77]
[['pip fruit', 'flour'], 23]
[['pip fruit', 'beef'], 48]
[['pip fruit', 'frankfurter'], 71]
[['pip fruit', 'soda'], 131]
[['pip fruit', 'chicken'], 47]
[['pip fruit', 'sugar'], 47]
[['pip fruit', 'fruit/vegetable juice'], 94]
[['pip fruit', 'newspapers'], 66]
[['pip fruit', 'specialty bar'], 21]
[['pip fruit', 'butter milk'], 50]
[['pip fruit', 'pastry'], 105]
[['pip fruit', 'processed cheese'], 23]
[['pip fruit', 'detergent'], 25]
[['pip fruit', 'root vegetables'], 153]
[['pip fruit', 'frozen dessert'], 12]
[['pip fruit', 'sweet spreads'], 14]
[['pip fruit', 'salty snack'], 40]
[['pip fruit', 'waffles'], 44]
[['pip fruit', 'candy'], 23]
[['pip fruit', 'canned beer'], 32]
[['pip fruit', 'sausage'], 106]
[['pip fruit', 'brown bread'], 75]
[['pip fruit', 'shopping bags'], 92]
[['pip fruit', 'beverages'], 28]
[['pip fruit', 'hamburger meat'], 44]
[['pip fruit', 'spices'], 11]
[['pip fruit', 'hygiene articles'], 47]
[['pip fruit', 'napkins'], 66]
[['pip fruit', 'pork'], 60]
[['pip fruit', 'berries'], 37]
[['pip fruit', 'whipped/sour cream'], 91]
[['pip fruit', 'grapes'], 37]
[['pip fruit', 'dessert'], 49]
[['pip fruit', 'domestic eggs'], 85]
[['pip fruit', 'spread cheese'], 13]
[['pip fruit', 'misc. beverages'], 21]
[['pip fruit', 'hard cheese'], 30]
[['pip fruit', 'cat food'], 24]
[['pip fruit', 'ham'], 39]
[['pip fruit', 'turkey'], 16]
[['pip fruit', 'baking powder'], 25]
[['pip fruit', 'pickled vegetables'], 24]
[['pip fruit', 'oil'], 29]
[['pip fruit', 'chewing gum'], 22]
[['pip fruit', 'ice cream'], 24]
[['pip fruit', 'frozen vegetables'], 72]
[['pip fruit', 'canned fish'], 15]
[['pip fruit', 'seasonal products'], 15]
[['pip fruit', 'red/blush wine'], 15]
[['pip fruit', 'frozen potato products'], 13]
[['pip fruit', 'specialty chocolate'], 21]
[['pip fruit', 'salt'], 15]
[['pip fruit', 'frozen meals'], 45]
[['pip fruit', 'canned vegetables'], 17]
[['pip fruit', 'onions'], 34]
[['pip fruit', 'herbs'], 24]
[['pip fruit', 'white wine'], 13]
[['pip fruit', 'sliced cheese'], 41]
[['pip fruit', 'pasta'], 23]
[['pip fruit', 'softener'], 11]
[['pip fruit', 'cling film/bags'], 12]
[['pip fruit', 'soft cheese'], 29]
[['pip fruit', 'cake bar'], 18]
[['pip fruit', 'specialty cheese'], 14]
[['pip fruit', 'dog food'], 11]
[['pip fruit', 'frozen fish'], 21]
[['pip fruit', 'dish cleaner'], 13]
[['pip fruit', 'meat'], 27]
[['pip fruit', 'mustard'], 11]
[['pip fruit', 'pet care'], 11]
[['pip fruit', 'soups'], 14]
[['pip fruit', 'roll products'], 12]
[['pip fruit', 'mayonnaise'], 12]
[['cream cheese', 'meat spreads'], 11]
[['cream cheese', 'other vegetables'], 135]
[['cream cheese', 'long life bakery product'], 28]
[['cream cheese', 'butter'], 40]
[['cream cheese', 'rolls/buns'], 98]
[['cream cheese', 'UHT-milk'], 28]
[['cream cheese', 'bottled beer'], 18]
[['cream cheese', 'potted plants'], 13]
[['cream cheese', 'white bread'], 34]
[['cream cheese', 'bottled water'], 58]
[['cream cheese', 'chocolate'], 37]
[['cream cheese', 'curd'], 50]
[['cream cheese', 'dishes'], 15]
[['cream cheese', 'beef'], 37]
[['cream cheese', 'frankfurter'], 33]
[['cream cheese', 'soda'], 67]
[['cream cheese', 'chicken'], 27]
[['cream cheese', 'sugar'], 27]
[['cream cheese', 'fruit/vegetable juice'], 56]
[['cream cheese', 'newspapers'], 32]
[['cream cheese', 'specialty bar'], 17]
[['cream cheese', 'butter milk'], 32]
[['cream cheese', 'pastry'], 44]
[['cream cheese', 'processed cheese'], 14]
[['cream cheese', 'root vegetables'], 74]
[['cream cheese', 'sweet spreads'], 11]
[['cream cheese', 'salty snack'], 25]
[['cream cheese', 'waffles'], 30]
[['cream cheese', 'candy'], 20]
[['cream cheese', 'canned beer'], 12]
[['cream cheese', 'sausage'], 55]
[['cream cheese', 'brown bread'], 48]
[['cream cheese', 'shopping bags'], 55]
[['cream cheese', 'beverages'], 16]
[['cream cheese', 'hamburger meat'], 24]
[['cream cheese', 'hygiene articles'], 22]
[['cream cheese', 'napkins'], 40]
[['cream cheese', 'pork'], 29]
[['cream cheese', 'berries'], 20]
[['cream cheese', 'whipped/sour cream'], 63]
[['cream cheese', 'grapes'], 13]
[['cream cheese', 'dessert'], 35]
[['cream cheese', 'domestic eggs'], 50]
[['cream cheese', 'spread cheese'], 11]
[['cream cheese', 'misc. beverages'], 18]
[['cream cheese', 'hard cheese'], 19]
[['cream cheese', 'cat food'], 16]
[['cream cheese', 'ham'], 22]
[['cream cheese', 'baking powder'], 17]
[['cream cheese', 'pickled vegetables'], 13]
[['cream cheese', 'oil'], 18]
[['cream cheese', 'chewing gum'], 12]
[['cream cheese', 'frozen vegetables'], 29]
[['cream cheese', 'canned fish'], 20]
[['cream cheese', 'specialty chocolate'], 14]
[['cream cheese', 'frozen meals'], 14]
[['cream cheese', 'onions'], 21]
[['cream cheese', 'herbs'], 12]
[['cream cheese', 'sliced cheese'], 24]
[['cream cheese', 'soft cheese'], 20]
[['cream cheese', 'meat'], 16]
[['cream cheese', 'mayonnaise'], 11]
[['meat spreads', 'rolls/buns'], 13]
[['meat spreads', 'soda'], 14]
[['other vegetables', 'condensed milk'], 25]
[['other vegetables', 'long life bakery product'], 105]
[['other vegetables', 'butter'], 197]
[['other vegetables', 'rice'], 39]
[['other vegetables', 'abrasive cleaner'], 16]
[['other vegetables', 'rolls/buns'], 419]
[['other vegetables', 'UHT-milk'], 80]
[['other vegetables', 'bottled beer'], 159]
[['other vegetables', 'liquor (appetizer)'], 14]
[['other vegetables', 'potted plants'], 43]
[['other vegetables', 'cereals'], 20]
[['other vegetables', 'white bread'], 135]
[['other vegetables', 'bottled water'], 244]
[['other vegetables', 'chocolate'], 125]
[['other vegetables', 'curd'], 169]
[['other vegetables', 'flour'], 62]
[['other vegetables', 'dishes'], 59]
[['other vegetables', 'beef'], 194]
[['other vegetables', 'frankfurter'], 162]
[['other vegetables', 'soda'], 322]
[['other vegetables', 'chicken'], 176]
[['other vegetables', 'sugar'], 106]
[['other vegetables', 'fruit/vegetable juice'], 207]
[['other vegetables', 'newspapers'], 190]
[['other vegetables', 'packaged fruit/vegetables'], 31]
[['other vegetables', 'specialty bar'], 55]
[['other vegetables', 'butter milk'], 102]
[['other vegetables', 'pastry'], 222]
[['other vegetables', 'processed cheese'], 54]
[['other vegetables', 'detergent'], 63]
[['other vegetables', 'root vegetables'], 466]
[['other vegetables', 'frozen dessert'], 36]
[['other vegetables', 'sweet spreads'], 24]
[['other vegetables', 'salty snack'], 106]
[['other vegetables', 'waffles'], 99]
[['other vegetables', 'candy'], 68]
[['other vegetables', 'canned beer'], 89]
[['other vegetables', 'sausage'], 265]
[['other vegetables', 'brown bread'], 184]
[['other vegetables', 'shopping bags'], 228]
[['other vegetables', 'beverages'], 51]
[['other vegetables', 'hamburger meat'], 136]
[['other vegetables', 'spices'], 19]
[['other vegetables', 'hygiene articles'], 94]
[['other vegetables', 'napkins'], 142]
[['other vegetables', 'pork'], 213]
[['other vegetables', 'berries'], 101]
[['other vegetables', 'whipped/sour cream'], 284]
[['other vegetables', 'grapes'], 89]
[['other vegetables', 'dessert'], 114]
[['other vegetables', 'zwieback'], 17]
[['other vegetables', 'domestic eggs'], 219]
[['other vegetables', 'spread cheese'], 30]
[['other vegetables', 'misc. beverages'], 55]
[['other vegetables', 'hard cheese'], 93]
[['other vegetables', 'cat food'], 64]
[['other vegetables', 'ham'], 90]
[['other vegetables', 'turkey'], 39]
[['other vegetables', 'baking powder'], 72]
[['other vegetables', 'pickled vegetables'], 63]
[['other vegetables', 'oil'], 98]
[['other vegetables', 'chewing gum'], 45]
[['other vegetables', 'chocolate marshmallow'], 20]
[['other vegetables', 'ice cream'], 50]
[['other vegetables', 'frozen vegetables'], 175]
[['other vegetables', 'canned fish'], 50]
[['other vegetables', 'seasonal products'], 36]
[['other vegetables', 'curd cheese'], 21]
[['other vegetables', 'red/blush wine'], 49]
[['other vegetables', 'frozen potato products'], 26]
[['other vegetables', 'specialty fat'], 11]
[['other vegetables', 'specialty chocolate'], 60]
[['other vegetables', 'candles'], 23]
[['other vegetables', 'flower (seeds)'], 37]
[['other vegetables', 'sparkling wine'], 15]
[['other vegetables', 'salt'], 36]
[['other vegetables', 'frozen meals'], 74]
[['other vegetables', 'canned vegetables'], 46]
[['other vegetables', 'onions'], 140]
[['other vegetables', 'herbs'], 76]
[['other vegetables', 'white wine'], 22]
[['other vegetables', 'photo/film'], 11]
[['other vegetables', 'sliced cheese'], 89]
[['other vegetables', 'pasta'], 42]
[['other vegetables', 'softener'], 16]
[['other vegetables', 'cling film/bags'], 32]
[['other vegetables', 'canned fruit'], 11]
[['other vegetables', 'Instant food products'], 27]
[['other vegetables', 'soft cheese'], 70]
[['other vegetables', 'dental care'], 20]
[['other vegetables', 'popcorn'], 16]
[['other vegetables', 'cake bar'], 37]
[['other vegetables', 'specialty cheese'], 42]
[['other vegetables', 'finished products'], 20]
[['other vegetables', 'dog food'], 22]
[['other vegetables', 'frozen fish'], 46]
[['other vegetables', 'cleaner'], 16]
[['other vegetables', 'female sanitary products'], 14]
[['other vegetables', 'dish cleaner'], 23]
[['other vegetables', 'meat'], 98]
[['other vegetables', 'tea'], 15]
[['other vegetables', 'mustard'], 32]
[['other vegetables', 'house keeping products'], 27]
[['other vegetables', 'skin care'], 12]
[['other vegetables', 'liquor'], 13]
[['other vegetables', 'pet care'], 19]
[['other vegetables', 'soups'], 31]
[['other vegetables', 'rum'], 15]
[['other vegetables', 'sauces'], 15]
[['other vegetables', 'vinegar'], 24]
[['other vegetables', 'instant coffee'], 19]
[['other vegetables', 'roll products'], 47]
[['other vegetables', 'mayonnaise'], 35]
[['other vegetables', 'syrup'], 11]
[['other vegetables', 'liver loaf'], 15]
[['other vegetables', 'kitchen towels'], 22]
[['other vegetables', 'light bulbs'], 13]
[['other vegetables', 'ketchup'], 15]
[['other vegetables', 'jam'], 18]
[['condensed milk', 'rolls/buns'], 22]
[['condensed milk', 'bottled beer'], 12]
[['condensed milk', 'bottled water'], 14]
[['condensed milk', 'soda'], 21]
[['condensed milk', 'fruit/vegetable juice'], 16]
[['condensed milk', 'root vegetables'], 15]
[['condensed milk', 'sausage'], 12]
[['condensed milk', 'shopping bags'], 16]
[['long life bakery product', 'butter'], 43]
[['long life bakery product', 'rolls/buns'], 78]
[['long life bakery product', 'UHT-milk'], 12]
[['long life bakery product', 'bottled beer'], 23]
[['long life bakery product', 'potted plants'], 13]
[['long life bakery product', 'white bread'], 43]
[['long life bakery product', 'bottled water'], 42]
[['long life bakery product', 'chocolate'], 52]
[['long life bakery product', 'curd'], 32]
[['long life bakery product', 'flour'], 12]
[['long life bakery product', 'beef'], 20]
[['long life bakery product', 'frankfurter'], 27]
[['long life bakery product', 'soda'], 75]
[['long life bakery product', 'chicken'], 32]
[['long life bakery product', 'sugar'], 20]
[['long life bakery product', 'fruit/vegetable juice'], 61]
[['long life bakery product', 'newspapers'], 34]
[['long life bakery product', 'specialty bar'], 21]
[['long life bakery product', 'butter milk'], 21]
[['long life bakery product', 'pastry'], 58]
[['long life bakery product', 'processed cheese'], 17]
[['long life bakery product', 'detergent'], 12]
[['long life bakery product', 'root vegetables'], 52]
[['long life bakery product', 'salty snack'], 33]
[['long life bakery product', 'waffles'], 40]
[['long life bakery product', 'candy'], 26]
[['long life bakery product', 'canned beer'], 16]
[['long life bakery product', 'sausage'], 53]
[['long life bakery product', 'brown bread'], 33]
[['long life bakery product', 'shopping bags'], 53]
[['long life bakery product', 'beverages'], 15]
[['long life bakery product', 'hamburger meat'], 14]
[['long life bakery product', 'hygiene articles'], 21]
[['long life bakery product', 'napkins'], 47]
[['long life bakery product', 'pork'], 16]
[['long life bakery product', 'berries'], 21]
[['long life bakery product', 'whipped/sour cream'], 57]
[['long life bakery product', 'grapes'], 16]
[['long life bakery product', 'dessert'], 29]
[['long life bakery product', 'domestic eggs'], 38]
[['long life bakery product', 'misc. beverages'], 15]
[['long life bakery product', 'hard cheese'], 19]
[['long life bakery product', 'ham'], 20]
[['long life bakery product', 'baking powder'], 19]
[['long life bakery product', 'pickled vegetables'], 16]
[['long life bakery product', 'oil'], 13]
[['long life bakery product', 'ice cream'], 15]
[['long life bakery product', 'frozen vegetables'], 38]
[['long life bakery product', 'red/blush wine'], 11]
[['long life bakery product', 'specialty chocolate'], 24]
[['long life bakery product', 'frozen meals'], 26]
[['long life bakery product', 'onions'], 14]
[['long life bakery product', 'sliced cheese'], 15]
[['long life bakery product', 'cling film/bags'], 11]
[['long life bakery product', 'soft cheese'], 18]
[['long life bakery product', 'frozen fish'], 11]
[['long life bakery product', 'meat'], 18]
[['long life bakery product', 'mustard'], 12]
[['long life bakery product', 'house keeping products'], 11]
[['butter', 'rice'], 18]
[['butter', 'rolls/buns'], 132]
[['butter', 'UHT-milk'], 23]
[['butter', 'bottled beer'], 57]
[['butter', 'potted plants'], 14]
[['butter', 'white bread'], 42]
[['butter', 'bottled water'], 88]
[['butter', 'chocolate'], 61]
[['butter', 'curd'], 67]
[['butter', 'flour'], 22]
[['butter', 'dishes'], 15]
[['butter', 'beef'], 57]
[['butter', 'frankfurter'], 48]
[['butter', 'soda'], 87]
[['butter', 'chicken'], 57]
[['butter', 'sugar'], 31]
[['butter', 'fruit/vegetable juice'], 79]
[['butter', 'newspapers'], 57]
[['butter', 'specialty bar'], 15]
[['butter', 'butter milk'], 21]
[['butter', 'pastry'], 75]
[['butter', 'processed cheese'], 24]
[['butter', 'detergent'], 22]
[['butter', 'root vegetables'], 127]
[['butter', 'salty snack'], 29]
[['butter', 'waffles'], 35]
[['butter', 'candy'], 28]
[['butter', 'canned beer'], 19]
[['butter', 'sausage'], 85]
[['butter', 'brown bread'], 57]
[['butter', 'shopping bags'], 49]
[['butter', 'beverages'], 13]
[['butter', 'hamburger meat'], 43]
[['butter', 'hygiene articles'], 43]
[['butter', 'napkins'], 49]
[['butter', 'pork'], 54]
[['butter', 'berries'], 37]
[['butter', 'whipped/sour cream'], 100]
[['butter', 'grapes'], 24]
[['butter', 'dessert'], 27]
[['butter', 'domestic eggs'], 95]
[['butter', 'misc. beverages'], 25]
[['butter', 'hard cheese'], 39]
[['butter', 'cat food'], 24]
[['butter', 'ham'], 31]
[['butter', 'turkey'], 15]
[['butter', 'baking powder'], 28]
[['butter', 'pickled vegetables'], 16]
[['butter', 'oil'], 35]
[['butter', 'ice cream'], 19]
[['butter', 'frozen vegetables'], 57]
[['butter', 'canned fish'], 15]
[['butter', 'specialty chocolate'], 17]
[['butter', 'candles'], 11]
[['butter', 'flower (seeds)'], 16]
[['butter', 'salt'], 14]
[['butter', 'frozen meals'], 27]
[['butter', 'onions'], 40]
[['butter', 'herbs'], 27]
[['butter', 'white wine'], 11]
[['butter', 'sliced cheese'], 37]
[['butter', 'pasta'], 24]
[['butter', 'Instant food products'], 12]
[['butter', 'soft cheese'], 27]
[['butter', 'specialty cheese'], 11]
[['butter', 'frozen fish'], 11]
[['butter', 'meat'], 30]
[['butter', 'roll products'], 14]
[['butter', 'jam'], 12]
[['rice', 'rolls/buns'], 15]
[['rice', 'bottled water'], 13]
[['rice', 'beef'], 12]
[['rice', 'soda'], 11]
[['rice', 'chicken'], 13]
[['rice', 'sugar'], 12]
[['rice', 'fruit/vegetable juice'], 19]
[['rice', 'root vegetables'], 31]
[['rice', 'shopping bags'], 12]
[['rice', 'napkins'], 11]
[['rice', 'pork'], 12]
[['rice', 'domestic eggs'], 13]
[['rice', 'frozen vegetables'], 14]
[['abrasive cleaner', 'root vegetables'], 13]
[['rolls/buns', 'UHT-milk'], 63]
[['rolls/buns', 'bottled beer'], 134]
[['rolls/buns', 'potted plants'], 28]
[['rolls/buns', 'cereals'], 11]
[['rolls/buns', 'white bread'], 64]
[['rolls/buns', 'bottled water'], 238]
[['rolls/buns', 'chocolate'], 116]
[['rolls/buns', 'curd'], 99]
[['rolls/buns', 'flour'], 37]
[['rolls/buns', 'dishes'], 32]
[['rolls/buns', 'beef'], 134]
[['rolls/buns', 'frankfurter'], 189]
[['rolls/buns', 'soda'], 377]
[['rolls/buns', 'chicken'], 95]
[['rolls/buns', 'sugar'], 69]
[['rolls/buns', 'fruit/vegetable juice'], 143]
[['rolls/buns', 'newspapers'], 194]
[['rolls/buns', 'packaged fruit/vegetables'], 26]
[['rolls/buns', 'specialty bar'], 55]
[['rolls/buns', 'butter milk'], 75]
[['rolls/buns', 'pastry'], 206]
[['rolls/buns', 'processed cheese'], 46]
[['rolls/buns', 'detergent'], 30]
[['rolls/buns', 'root vegetables'], 239]
[['rolls/buns', 'frozen dessert'], 29]
[['rolls/buns', 'sweet spreads'], 16]
[['rolls/buns', 'salty snack'], 49]
[['rolls/buns', 'waffles'], 90]
[['rolls/buns', 'candy'], 70]
[['rolls/buns', 'canned beer'], 111]
[['rolls/buns', 'sausage'], 301]
[['rolls/buns', 'brown bread'], 124]
[['rolls/buns', 'shopping bags'], 192]
[['rolls/buns', 'beverages'], 53]
[['rolls/buns', 'hamburger meat'], 85]
[['rolls/buns', 'spices'], 11]
[['rolls/buns', 'hygiene articles'], 58]
[['rolls/buns', 'napkins'], 115]
[['rolls/buns', 'pork'], 111]
[['rolls/buns', 'berries'], 65]
[['rolls/buns', 'whipped/sour cream'], 144]
[['rolls/buns', 'grapes'], 47]
[['rolls/buns', 'dessert'], 67]
[['rolls/buns', 'zwieback'], 14]
[['rolls/buns', 'domestic eggs'], 154]
[['rolls/buns', 'spread cheese'], 41]
[['rolls/buns', 'misc. beverages'], 46]
[['rolls/buns', 'hard cheese'], 58]
[['rolls/buns', 'cat food'], 39]
[['rolls/buns', 'ham'], 68]
[['rolls/buns', 'turkey'], 19]
[['rolls/buns', 'baking powder'], 35]
[['rolls/buns', 'pickled vegetables'], 42]
[['rolls/buns', 'oil'], 50]
[['rolls/buns', 'chewing gum'], 38]
[['rolls/buns', 'chocolate marshmallow'], 22]
[['rolls/buns', 'ice cream'], 33]
[['rolls/buns', 'frozen vegetables'], 100]
[['rolls/buns', 'canned fish'], 40]
[['rolls/buns', 'seasonal products'], 27]
[['rolls/buns', 'curd cheese'], 16]
[['rolls/buns', 'red/blush wine'], 39]
[['rolls/buns', 'frozen potato products'], 20]
[['rolls/buns', 'specialty chocolate'], 55]
[['rolls/buns', 'candles'], 13]
[['rolls/buns', 'flower (seeds)'], 18]
[['rolls/buns', 'salt'], 21]
[['rolls/buns', 'frozen meals'], 48]
[['rolls/buns', 'canned vegetables'], 21]
