[['semi-finished bread'], 174, '->', ['citrus fruit'], 814, 0.13793103448275862]
[['hamburger meat'], 327, '->', ['yogurt'], 1372, 0.19571865443425077]
[['spices'], 51, '->', ['yogurt'], 1372, 0.23529411764705882]
[['hygiene articles'], 324, '->', ['yogurt'], 1372, 0.2222222222222222]
[['napkins'], 515, '->', ['yogurt'], 1372, 0.23495145631067962]
[['pork'], 567, '->', ['yogurt'], 1372, 0.1657848324514991]
[['berries'], 327, '->', ['yogurt'], 1372, 0.3180428134556575]
[['whipped/sour cream'], 705, '->', ['yogurt'], 1372, 0.28936170212765955]
[['yogurt'], 1372, '->', ['whipped/sour cream'], 705, 0.14868804664723032]
[['artif. sweetener'], 32, '->', ['yogurt'], 1372, 0.34375]
[['grapes'], 220, '->', ['yogurt'], 1372, 0.20909090909090908]
[['dessert'], 365, '->', ['yogurt'], 1372, 0.26575342465753427]
[['zwieback'], 68, '->', ['yogurt'], 1372, 0.20588235294117646]
[['domestic eggs'], 624, '->', ['yogurt'], 1372, 0.22596153846153846]
[['yogurt'], 1372, '->', ['domestic eggs'], 624, 0.10276967930029154]
[['spread cheese'], 110, '->', ['yogurt'], 1372, 0.3181818181818182]
[['misc. beverages'], 279, '->', ['yogurt'], 1372, 0.15770609318996415]
[['hard cheese'], 241, '->', ['yogurt'], 1372, 0.26141078838174275]
[['cat food'], 229, '->', ['yogurt'], 1372, 0.2663755458515284]
[['ham'], 256, '->', ['yogurt'], 1372, 0.2578125]
[['turkey'], 80, '->', ['yogurt'], 1372, 0.2875]
[['baking powder'], 174, '->', ['yogurt'], 1372, 0.25862068965517243]
[['pickled vegetables'], 176, '->', ['yogurt'], 1372, 0.21022727272727273]
[['oil'], 276, '->', ['yogurt'], 1372, 0.18840579710144928]
[['chewing gum'], 207, '->', ['yogurt'], 1372, 0.1111111111111111]
[['chocolate marshmallow'], 89, '->', ['yogurt'], 1372, 0.16853932584269662]
[['ice cream'], 246, '->', ['yogurt'], 1372, 0.14227642276422764]
[['frozen vegetables'], 473, '->', ['yogurt'], 1372, 0.25792811839323465]
[['canned fish'], 148, '->', ['yogurt'], 1372, 0.21621621621621623]
[['seasonal products'], 140, '->', ['yogurt'], 1372, 0.22857142857142856]
[['curd cheese'], 50, '->', ['yogurt'], 1372, 0.26]
[['red/blush wine'], 189, '->', ['yogurt'], 1372, 0.12698412698412698]
[['frozen potato products'], 83, '->', ['yogurt'], 1372, 0.26506024096385544]
[['specialty chocolate'], 299, '->', ['yogurt'], 1372, 0.15719063545150502]
[['candles'], 88, '->', ['yogurt'], 1372, 0.13636363636363635]
[['flower (seeds)'], 102, '->', ['yogurt'], 1372, 0.13725490196078433]
[['salt'], 106, '->', ['yogurt'], 1372, 0.20754716981132076]
[['frozen meals'], 279, '->', ['yogurt'], 1372, 0.21863799283154123]
[['canned vegetables'], 106, '->', ['yogurt'], 1372, 0.2830188679245283]
[['onions'], 305, '->', ['yogurt'], 1372, 0.23278688524590163]
[['herbs'], 160, '->', ['yogurt'], 1372, 0.21875]
[['white wine'], 187, '->', ['yogurt'], 1372, 0.10695187165775401]
[['photo/film'], 91, '->', ['yogurt'], 1372, 0.12087912087912088]
[['sliced cheese'], 241, '->', ['yogurt'], 1372, 0.3278008298755187]
[['pasta'], 148, '->', ['yogurt'], 1372, 0.20945945945945946]
[['softener'], 54, '->', ['yogurt'], 1372, 0.2222222222222222]
[['cling film/bags'], 112, '->', ['yogurt'], 1372, 0.22321428571428573]
[['Instant food products'], 79, '->', ['yogurt'], 1372, 0.17721518987341772]
[['soft cheese'], 168, '->', ['yogurt'], 1372, 0.35119047619047616]
[['dental care'], 57, '->', ['yogurt'], 1372, 0.19298245614035087]
[['popcorn'], 71, '->', ['yogurt'], 1372, 0.18309859154929578]
[['cake bar'], 130, '->', ['yogurt'], 1372, 0.18461538461538463]
[['specialty cheese'], 84, '->', ['yogurt'], 1372, 0.3333333333333333]
[['dog food'], 84, '->', ['yogurt'], 1372, 0.2261904761904762]
[['frozen fish'], 115, '->', ['yogurt'], 1372, 0.2782608695652174]
[['cleaner'], 50, '->', ['yogurt'], 1372, 0.32]
[['female sanitary products'], 60, '->', ['yogurt'], 1372, 0.26666666666666666]
[['dish cleaner'], 103, '->', ['yogurt'], 1372, 0.23300970873786409]
[['meat'], 254, '->', ['yogurt'], 1372, 0.2047244094488189]
[['mustard'], 118, '->', ['yogurt'], 1372, 0.19491525423728814]
[['house keeping products'], 82, '->', ['yogurt'], 1372, 0.21951219512195122]
[['pet care'], 93, '->', ['yogurt'], 1372, 0.15053763440860216]
[['vinegar'], 64, '->', ['yogurt'], 1372, 0.28125]
[['instant coffee'], 73, '->', ['yogurt'], 1372, 0.2876712328767123]
[['roll products'], 101, '->', ['yogurt'], 1372, 0.21782178217821782]
[['mayonnaise'], 90, '->', ['yogurt'], 1372, 0.3]
[['liver loaf'], 50, '->', ['yogurt'], 1372, 0.3]
[['kitchen towels'], 59, '->', ['yogurt'], 1372, 0.2033898305084746]
[['light bulbs'], 41, '->', ['yogurt'], 1372, 0.2926829268292683]
[['ketchup'], 42, '->', ['yogurt'], 1372, 0.2619047619047619]
[['jam'], 53, '->', ['yogurt'], 1372, 0.22641509433962265]
[['coffee'], 571, '->', ['whole milk'], 2513, 0.3222416812609457]
[['coffee'], 571, '->', ['pip fruit'], 744, 0.1190893169877408]
[['coffee'], 571, '->', ['other vegetables'], 1903, 0.23117338003502627]
[['condensed milk'], 101, '->', ['coffee'], 571, 0.24752475247524752]
[['rice'], 75, '->', ['coffee'], 571, 0.16]
[['coffee'], 571, '->', ['rolls/buns'], 1809, 0.18914185639229422]
[['UHT-milk'], 329, '->', ['coffee'], 571, 0.1276595744680851]
[['coffee'], 571, '->', ['bottled water'], 1087, 0.12609457092819615]
[['flour'], 171, '->', ['coffee'], 571, 0.10526315789473684]
[['coffee'], 571, '->', ['soda'], 1715, 0.17162872154115585]
[['sugar'], 333, '->', ['coffee'], 571, 0.14114114114114115]
[['coffee'], 571, '->', ['fruit/vegetable juice'], 711, 0.10332749562171628]
[['coffee'], 571, '->', ['pastry'], 875, 0.1190893169877408]
[['coffee'], 571, '->', ['root vegetables'], 1072, 0.12609457092819615]
[['frozen dessert'], 106, '->', ['coffee'], 571, 0.1320754716981132]
[['coffee'], 571, '->', ['sausage'], 924, 0.1190893169877408]
[['coffee'], 571, '->', ['shopping bags'], 969, 0.16112084063047286]
[['coffee'], 571, '->', ['whipped/sour cream'], 705, 0.10507880910683012]
[['cat food'], 229, '->', ['coffee'], 571, 0.11790393013100436]
[['pickled vegetables'], 176, '->', ['coffee'], 571, 0.13068181818181818]
[['oil'], 276, '->', ['coffee'], 571, 0.11956521739130435]
[['canned fish'], 148, '->', ['coffee'], 571, 0.11486486486486487]
[['seasonal products'], 140, '->', ['coffee'], 571, 0.12142857142857143]
[['red/blush wine'], 189, '->', ['coffee'], 571, 0.10052910052910052]
[['sliced cheese'], 241, '->', ['coffee'], 571, 0.1037344398340249]
[['cling film/bags'], 112, '->', ['coffee'], 571, 0.1875]
[['soft cheese'], 168, '->', ['coffee'], 571, 0.125]
[['dish cleaner'], 103, '->', ['coffee'], 571, 0.1262135922330097]
[['mustard'], 118, '->', ['coffee'], 571, 0.11864406779661017]
[['soups'], 67, '->', ['coffee'], 571, 0.16417910447761194]
[['roll products'], 101, '->', ['coffee'], 571, 0.13861386138613863]
[['mayonnaise'], 90, '->', ['coffee'], 571, 0.12222222222222222]
[['kitchen towels'], 59, '->', ['coffee'], 571, 0.2033898305084746]
[['pip fruit'], 744, '->', ['whole milk'], 2513, 0.3978494623655914]
[['whole milk'], 2513, '->', ['pip fruit'], 744, 0.1177875049741345]
[['cream cheese'], 390, '->', ['whole milk'], 2513, 0.4153846153846154]
[['meat spreads'], 42, '->', ['whole milk'], 2513, 0.30952380952380953]
[['other vegetables'], 1903, '->', ['whole milk'], 2513, 0.38675775091960063]
[['whole milk'], 2513, '->', ['other vegetables'], 1903, 0.29287703939514526]
[['condensed milk'], 101, '->', ['whole milk'], 2513, 0.2376237623762376]
[['long life bakery product'], 368, '->', ['whole milk'], 2513, 0.36141304347826086]
[['butter'], 545, '->', ['whole milk'], 2513, 0.4972477064220184]
[['whole milk'], 2513, '->', ['butter'], 545, 0.1078392359729407]
[['rice'], 75, '->', ['whole milk'], 2513, 0.6133333333333333]
[['abrasive cleaner'], 35, '->', ['whole milk'], 2513, 0.45714285714285713]
[['rolls/buns'], 1809, '->', ['whole milk'], 2513, 0.30790491984521834]
[['whole milk'], 2513, '->', ['rolls/buns'], 1809, 0.2216474333465977]
[['UHT-milk'], 329, '->', ['whole milk'], 2513, 0.11854103343465046]
[['bottled beer'], 792, '->', ['whole milk'], 2513, 0.2537878787878788]
[['liquor (appetizer)'], 78, '->', ['whole milk'], 2513, 0.20512820512820512]
[['potted plants'], 170, '->', ['whole milk'], 2513, 0.4]
[['cereals'], 56, '->', ['whole milk'], 2513, 0.6428571428571429]
[['white bread'], 414, '->', ['whole milk'], 2513, 0.4057971014492754]
[['bottled water'], 1087, '->', ['whole milk'], 2513, 0.3109475620975161]
[['whole milk'], 2513, '->', ['bottled water'], 1087, 0.13450059689614008]
[['chocolate'], 488, '->', ['whole milk'], 2513, 0.3360655737704918]
[['curd'], 524, '->', ['whole milk'], 2513, 0.4904580152671756]
[['whole milk'], 2513, '->', ['curd'], 524, 0.10226820533227218]
[['flour'], 171, '->', ['whole milk'], 2513, 0.4853801169590643]
[['dishes'], 173, '->', ['whole milk'], 2513, 0.30057803468208094]
[['beef'], 516, '->', ['whole milk'], 2513, 0.4050387596899225]
[['frankfurter'], 580, '->', ['whole milk'], 2513, 0.3482758620689655]
[['soda'], 1715, '->', ['whole milk'], 2513, 0.22973760932944606]
[['whole milk'], 2513, '->', ['soda'], 1715, 0.15678471945881417]
[['chicken'], 422, '->', ['whole milk'], 2513, 0.4099526066350711]
[['sugar'], 333, '->', ['whole milk'], 2513, 0.4444444444444444]
[['fruit/vegetable juice'], 711, '->', ['whole milk'], 2513, 0.36849507735583686]
[['whole milk'], 2513, '->', ['fruit/vegetable juice'], 711, 0.10425785913251094]
[['newspapers'], 785, '->', ['whole milk'], 2513, 0.34267515923566877]
[['whole milk'], 2513, '->', ['newspapers'], 785, 0.1070433744528452]
[['packaged fruit/vegetables'], 128, '->', ['whole milk'], 2513, 0.3046875]
[['specialty bar'], 269, '->', ['whole milk'], 2513, 0.2379182156133829]
[['butter milk'], 275, '->', ['whole milk'], 2513, 0.41454545454545455]
[['pastry'], 875, '->', ['whole milk'], 2513, 0.3737142857142857]
[['whole milk'], 2513, '->', ['pastry'], 875, 0.1301233585356148]
[['processed cheese'], 163, '->', ['whole milk'], 2513, 0.4233128834355828]
[['detergent'], 189, '->', ['whole milk'], 2513, 0.4656084656084656]
[['root vegetables'], 1072, '->', ['whole milk'], 2513, 0.44869402985074625]
[['whole milk'], 2513, '->', ['root vegetables'], 1072, 0.19140469558296858]
[['frozen dessert'], 106, '->', ['whole milk'], 2513, 0.36792452830188677]
[['sweet spreads'], 89, '->', ['whole milk'], 2513, 0.39325842696629215]
[['salty snack'], 372, '->', ['whole milk'], 2513, 0.2956989247311828]
[['waffles'], 378, '->', ['whole milk'], 2513, 0.3306878306878307]
[['candy'], 294, '->', ['whole milk'], 2513, 0.2755102040816326]
[['canned beer'], 764, '->', ['whole milk'], 2513, 0.11387434554973822]
[['sausage'], 924, '->', ['whole milk'], 2513, 0.3181818181818182]
[['whole milk'], 2513, '->', ['sausage'], 924, 0.116991643454039]
[['brown bread'], 638, '->', ['whole milk'], 2513, 0.3887147335423197]
[['shopping bags'], 969, '->', ['whole milk'], 2513, 0.24871001031991744]
[['beverages'], 256, '->', ['whole milk'], 2513, 0.26171875]
[['hamburger meat'], 327, '->', ['whole milk'], 2513, 0.4434250764525994]
[['spices'], 51, '->', ['whole milk'], 2513, 0.27450980392156865]
[['hygiene articles'], 324, '->', ['whole milk'], 2513, 0.3888888888888889]
[['napkins'], 515, '->', ['whole milk'], 2513, 0.3766990291262136]
[['pork'], 567, '->', ['whole milk'], 2513, 0.3844797178130511]
[['berries'], 327, '->', ['whole milk'], 2513, 0.3547400611620795]
[['whipped/sour cream'], 705, '->', ['whole milk'], 2513, 0.44964539007092197]
[['whole milk'], 2513, '->', ['whipped/sour cream'], 705, 0.12614405093513728]
[['artif. sweetener'], 32, '->', ['whole milk'], 2513, 0.34375]
[['grapes'], 220, '->', ['whole milk'], 2513, 0.32727272727272727]
[['dessert'], 365, '->', ['whole milk'], 2513, 0.3698630136986301]
[['zwieback'], 68, '->', ['whole milk'], 2513, 0.25]
[['domestic eggs'], 624, '->', ['whole milk'], 2513, 0.47275641025641024]
[['whole milk'], 2513, '->', ['domestic eggs'], 624, 0.11738957421408674]
[['spread cheese'], 110, '->', ['whole milk'], 2513, 0.2818181818181818]
[['misc. beverages'], 279, '->', ['whole milk'], 2513, 0.24731182795698925]
[['hard cheese'], 241, '->', ['whole milk'], 2513, 0.4107883817427386]
[['cat food'], 229, '->', ['whole milk'], 2513, 0.3799126637554585]
[['ham'], 256, '->', ['whole milk'], 2513, 0.44140625]
[['turkey'], 80, '->', ['whole milk'], 2513, 0.45]
[['baking powder'], 174, '->', ['whole milk'], 2513, 0.5229885057471264]
[['pickled vegetables'], 176, '->', ['whole milk'], 2513, 0.3977272727272727]
[['oil'], 276, '->', ['whole milk'], 2513, 0.40217391304347827]
[['chewing gum'], 207, '->', ['whole milk'], 2513, 0.24154589371980675]
[['chocolate marshmallow'], 89, '->', ['whole milk'], 2513, 0.34831460674157305]
[['ice cream'], 246, '->', ['whole milk'], 2513, 0.23577235772357724]
[['frozen vegetables'], 473, '->', ['whole milk'], 2513, 0.4249471458773784]
[['canned fish'], 148, '->', ['whole milk'], 2513, 0.31756756756756754]
[['seasonal products'], 140, '->', ['whole milk'], 2513, 0.2642857142857143]
[['curd cheese'], 50, '->', ['whole milk'], 2513, 0.46]
[['red/blush wine'], 189, '->', ['whole milk'], 2513, 0.20634920634920634]
[['frozen potato products'], 83, '->', ['whole milk'], 2513, 0.40963855421686746]
[['specialty fat'], 36, '->', ['whole milk'], 2513, 0.3333333333333333]
[['specialty chocolate'], 299, '->', ['whole milk'], 2513, 0.26421404682274247]
[['candles'], 88, '->', ['whole milk'], 2513, 0.3409090909090909]
[['flower (seeds)'], 102, '->', ['whole milk'], 2513, 0.38235294117647056]
[['salt'], 106, '->', ['whole milk'], 2513, 0.3584905660377358]
[['frozen meals'], 279, '->', ['whole milk'], 2513, 0.34767025089605735]
[['canned vegetables'], 106, '->', ['whole milk'], 2513, 0.3584905660377358]
[['onions'], 305, '->', ['whole milk'], 2513, 0.3901639344262295]
[['herbs'], 160, '->', ['whole milk'], 2513, 0.475]
[['white wine'], 187, '->', ['whole milk'], 2513, 0.13903743315508021]
[['photo/film'], 91, '->', ['whole milk'], 2513, 0.25274725274725274]
[['sliced cheese'], 241, '->', ['whole milk'], 2513, 0.43983402489626555]
[['pasta'], 148, '->', ['whole milk'], 2513, 0.40540540540540543]
[['softener'], 54, '->', ['whole milk'], 2513, 0.3888888888888889]
[['cling film/bags'], 112, '->', ['whole milk'], 2513, 0.32142857142857145]
[['canned fruit'], 32, '->', ['whole milk'], 2513, 0.40625]
[['Instant food products'], 79, '->', ['whole milk'], 2513, 0.379746835443038]
[['soft cheese'], 168, '->', ['whole milk'], 2513, 0.44047619047619047]
[['honey'], 15, '->', ['whole milk'], 2513, 0.7333333333333333]
[['dental care'], 57, '->', ['whole milk'], 2513, 0.3157894736842105]
[['popcorn'], 71, '->', ['whole milk'], 2513, 0.36619718309859156]
[['cake bar'], 130, '->', ['whole milk'], 2513, 0.4230769230769231]
[['specialty cheese'], 84, '->', ['whole milk'], 2513, 0.44047619047619047]
[['finished products'], 64, '->', ['whole milk'], 2513, 0.21875]
[['cocoa drinks'], 22, '->', ['whole milk'], 2513, 0.5909090909090909]
[['dog food'], 84, '->', ['whole milk'], 2513, 0.34523809523809523]
[['frozen fish'], 115, '->', ['whole milk'], 2513, 0.4260869565217391]
[['cleaner'], 50, '->', ['whole milk'], 2513, 0.46]
[['female sanitary products'], 60, '->', ['whole milk'], 2513, 0.3333333333333333]
[['dish cleaner'], 103, '->', ['whole milk'], 2513, 0.2815533980582524]
[['meat'], 254, '->', ['whole milk'], 2513, 0.3858267716535433]
[['tea'], 38, '->', ['whole milk'], 2513, 0.42105263157894735]
[['mustard'], 118, '->', ['whole milk'], 2513, 0.4322033898305085]
[['house keeping products'], 82, '->', ['whole milk'], 2513, 0.4634146341463415]
[['skin care'], 35, '->', ['whole milk'], 2513, 0.45714285714285713]
[['potato products'], 28, '->', ['whole milk'], 2513, 0.42857142857142855]
[['pet care'], 93, '->', ['whole milk'], 2513, 0.27956989247311825]
[['soups'], 67, '->', ['whole milk'], 2513, 0.43283582089552236]
[['rum'], 44, '->', ['whole milk'], 2513, 0.38636363636363635]
[['sauces'], 54, '->', ['whole milk'], 2513, 0.3888888888888889]
[['vinegar'], 64, '->', ['whole milk'], 2513, 0.40625]
[['soap'], 26, '->', ['whole milk'], 2513, 0.4230769230769231]
[['instant coffee'], 73, '->', ['whole milk'], 2513, 0.3013698630136986]
[['roll products'], 101, '->', ['whole milk'], 2513, 0.45544554455445546]
[['mayonnaise'], 90, '->', ['whole milk'], 2513, 0.36666666666666664]
[['liver loaf'], 50, '->', ['whole milk'], 2513, 0.42]
[['kitchen towels'], 59, '->', ['whole milk'], 2513, 0.4576271186440678]
[['ketchup'], 42, '->', ['whole milk'], 2513, 0.35714285714285715]
[['jam'], 53, '->', ['whole milk'], 2513, 0.5471698113207547]
[['nuts/prunes'], 33, '->', ['whole milk'], 2513, 0.36363636363636365]
[['pudding powder'], 23, '->', ['whole milk'], 2513, 0.5652173913043478]
[['cooking chocolate'], 25, '->', ['whole milk'], 2513, 0.52]
[['cream cheese'], 390, '->', ['pip fruit'], 744, 0.15384615384615385]
[['other vegetables'], 1903, '->', ['pip fruit'], 744, 0.1350499211770888]
[['pip fruit'], 744, '->', ['other vegetables'], 1903, 0.34543010752688175]
[['condensed milk'], 101, '->', ['pip fruit'], 744, 0.13861386138613863]
[['long life bakery product'], 368, '->', ['pip fruit'], 744, 0.12228260869565218]
[['butter'], 545, '->', ['pip fruit'], 744, 0.13211009174311927]
[['rice'], 75, '->', ['pip fruit'], 744, 0.18666666666666668]
[['pip fruit'], 744, '->', ['rolls/buns'], 1809, 0.18413978494623656]
[['UHT-milk'], 329, '->', ['pip fruit'], 744, 0.11246200607902736]
[['potted plants'], 170, '->', ['pip fruit'], 744, 0.12352941176470589]
[['white bread'], 414, '->', ['pip fruit'], 744, 0.1570048309178744]
[['pip fruit'], 744, '->', ['bottled water'], 1087, 0.13978494623655913]
[['chocolate'], 488, '->', ['pip fruit'], 744, 0.12295081967213115]
[['curd'], 524, '->', ['pip fruit'], 744, 0.14694656488549618]
[['pip fruit'], 744, '->', ['curd'], 524, 0.10349462365591398]
[['flour'], 171, '->', ['pip fruit'], 744, 0.13450292397660818]
[['frankfurter'], 580, '->', ['pip fruit'], 744, 0.12241379310344827]
[['pip fruit'], 744, '->', ['soda'], 1715, 0.1760752688172043]
[['chicken'], 422, '->', ['pip fruit'], 744, 0.11137440758293839]
[['sugar'], 333, '->', ['pip fruit'], 744, 0.14114114114114115]
[['fruit/vegetable juice'], 711, '->', ['pip fruit'], 744, 0.13220815752461323]
[['pip fruit'], 744, '->', ['fruit/vegetable juice'], 711, 0.12634408602150538]
[['butter milk'], 275, '->', ['pip fruit'], 744, 0.18181818181818182]
[['pastry'], 875, '->', ['pip fruit'], 744, 0.12]
[['pip fruit'], 744, '->', ['pastry'], 875, 0.14112903225806453]
[['processed cheese'], 163, '->', ['pip fruit'], 744, 0.1411042944785276]
[['detergent'], 189, '->', ['pip fruit'], 744, 0.13227513227513227]
[['root vegetables'], 1072, '->', ['pip fruit'], 744, 0.14272388059701493]
[['pip fruit'], 744, '->', ['root vegetables'], 1072, 0.2056451612903226]
[['frozen dessert'], 106, '->', ['pip fruit'], 744, 0.11320754716981132]
[['sweet spreads'], 89, '->', ['pip fruit'], 744, 0.15730337078651685]
